7.1,0.0166275,0.124145,0.859228,0.0166959,0.124141,0.859163
7.2,0.0156952,0.119928,0.864377,0.0157611,0.119929,0.86431
7.3,0.0148152,0.115834,0.869351,0.0148787,0.115839,0.869282
7.4,0.0139846,0.11186,0.874155,0.0140456,0.11187,0.874084
7.5,0.0132005,0.108006,0.878794,0.0132592,0.108019,0.878721
7.6,0.0124604,0.104267,0.883272,0.0125169,0.104285,0.883199
7.7,0.0117618,0.100643,0.887596,0.0118161,0.100663,0.887521
7.8,0.0111023,0.0971294,0.891768,0.0111545,0.0971534,0.891692
7.9,0.0104799,0.0937252,0.895795,0.01053,0.0937521,0.895718
8,0.00989229,0.0904276,0.89968,0.00994041,0.0904571,0.899603
8.1,0.00933766,0.0872339,0.903428,0.00938386,0.0872659,0.90335
8.2,0.00881413,0.0841417,0.907044,0.00885846,0.084176,0.906966
8.3,0.00831995,0.0811486,0.910531,0.00836249,0.0811849,0.910453
8.4,0.00785347,0.0782521,0.913894,0.00789428,0.0782902,0.913815
8.5,0.00741315,0.0754496,0.917137,0.00745229,0.0754895,0.917058
8.6,0.00699752,0.0727388,0.920264,0.00703504,0.0727801,0.920185
8.7,0.00660519,0.0701172,0.923278,0.00664116,0.0701599,0.923199
8.8,0.00623486,0.0675824,0.926183,0.00626933,0.0676262,0.926104
8.9,0.00588529,0.065132,0.928983,0.00591831,0.0651769,0.928905
9,0.00555532,0.0627636,0.931681,0.00558695,0.0628095,0.931604
9.1,0.00524385,0.060475,0.934281,0.00527415,0.0605217,0.934204
9.2,0.00494984,0.0582639,0.936786,0.00497885,0.0583112,0.93671
9.3,0.00467232,0.056128,0.9392,0.00470009,0.0561759,0.939124
9.4,0.00441036,0.0540652,0.941524,0.00443694,0.0541135,0.94145
9.5,0.00416308,0.0520732,0.943764,0.00418852,0.0521218,0.94369
9.6,0.00392967,0.0501499,0.94592,0.00395401,0.0501988,0.945847
9.7,0.00370935,0.0482933,0.947997,0.00373263,0.0483424,0.947925
9.8,0.00350138,0.0465013,0.949997,0.00352364,0.0465505,0.949926
9.9,0.00330506,0.044772,0.951923,0.00332636,0.0448212,0.951852
10,0.00311976,0.0431033,0.953777,0.00314012,0.0431524,0.953707
